58.52419270396409,32.402838126096405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32.402838126096405,18.162824721851173,3.4968588046918656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3.4968588046918656,0.4994084857365554,3.4448484750699926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,3.4448484750699926,-0.2465759950415396,3.0222164491165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3.0222164491165,0.009311977468891394,3.2906196516665425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,3.2906196516665425,0.6891541799977988,3.560238356410588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,3.560238356410588,0.17758341878850992,3.7234021231773125,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3.7234021231773125,1.3323485401065693,2.8761327292544614,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,2.8761327292544614,0.7305430685469635,3.365117522105767,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,3.365117522105767,0.1375556282695055,3.6850927625344276,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,3.6850927625344276,-0.7374882352461818,3.015523999774698,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,3.015523999774698,0.28548929602005074,4.008257003434722,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,4.008257003434722,2.157564184672941,11.799898831562151,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,11.799898831562151,67.81517216945763,22.027159638664443,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,22.027159638664443,5.705806894962182,3.395098174776587,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.395098174776587,-0.33937945469514574,2.955273418957754,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.955273418957754,-0.4075842899441778,3.0839746385188525,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0839746385188525,-0.7541120668081125,2.9743176899052215,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9743176899052215,-0.7301594031282667,3.1896692302301908,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1896692302301908,0.510213311374811,2.532898314831271,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.532898314831271,-1.1938649816550704,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.288182124613137,
